Date,Store_id,SKU_id,Promo,Demand,Regular_Price,Promo_Price
2015-01-04,40,1,,60.0,163.78,
2015-01-04,47,1,,273.0,154.26,
2015-01-04,30,1,,85.0,163.78,
2015-01-04,3,1,,88.0,163.78,
2015-01-04,70,2,,3.0,135.78,
2015-01-04,31,2,,9.0,135.78,
2015-01-04,67,2,,0.0,135.78,
2015-01-04,8,1,,145.0,154.26,
2015-01-04,62,2,,0.0,134.72,
2015-01-04,69,2,,0.0,135.78,
2015-01-04,64,2,,0.0,134.72,
2015-01-04,55,1,,47.0,163.78,
2015-01-04,12,2,,16.0,142.57,
2015-01-04,50,1,,72.0,163.78,
2015-01-04,17,2,,0.0,135.78,
2015-01-04,51,2,,22.0,135.78,
2015-01-04,4,2,,0.0,134.72,
2015-01-04,36,1,,126.0,163.78,
2015-01-04,16,1,,185.0,163.78,
2015-01-04,59,1,,107.0,163.78,
2015-01-04,14,2,,6.0,135.78,
2015-01-04,42,1,,53.0,163.78,
2015-01-04,60,2,,19.0,135.78,
2015-01-04,32,2,,0.0,134.72,
2015-01-04,6,1,,440.0,152.36,
2015-01-04,16,2,,0.0,135.78,
2015-01-04,22,1,,63.0,171.93,
2015-01-04,41,2,,0.0,135.78,
2015-01-04,33,2,,0.0,135.78,
2015-01-04,40,2,,0.0,135.78,
2015-01-04,54,1,,79.0,163.78,
2015-01-04,30,2,,6.0,135.78,
2015-01-04,5,2,,6.0,135.78,
2015-01-04,4,1,,31.0,163.78,
2015-01-04,19,2,,3.0,135.78,
2015-01-04,60,1,,28.0,163.78,
2015-01-04,68,2,,0.0,135.78,
2015-01-04,44,1,,35.0,163.78,
2015-01-04,34,1,,69.0,163.78,
2015-01-04,29,1,,141.0,171.93,
2015-01-04,58,1,,60.0,163.78,
2015-01-04,38,2,,0.0,135.78,
2015-01-04,51,1,,110.0,163.78,
2015-01-04,7,2,,0.0,135.78,
2015-01-04,46,2,,0.0,135.78,
2015-01-04,37,2,,13.0,135.78,
2015-01-04,12,1,,50.0,171.93,
2015-01-04,10,1,,75.0,163.78,
2015-01-04,73,2,,6.0,135.78,
2015-01-05,84,1,,16.0,163.78,
2015-01-05,39,1,,119.0,163.78,
2015-01-05,49,1,,31.0,163.78,
2015-01-05,66,1,,60.0,163.78,
2015-01-05,51,1,,129.0,163.78,
2015-01-05,64,2,,0.0,134.72,
2015-01-05,51,2,,13.0,135.78,
2015-01-05,45,2,,0.0,142.57,
2015-01-05,69,2,,0.0,135.78,
2015-01-05,62,2,,0.0,134.72,
2015-01-05,64,1,,41.0,163.78,
2015-01-05,72,2,,3.0,135.78,
2015-01-05,8,1,,154.0,154.26,
2015-01-05,53,1,,97.0,163.78,
2015-01-05,65,2,,0.0,134.72,
2015-01-05,21,2,,0.0,138.77,
2015-01-05,31,2,,6.0,135.78,
2015-01-05,56,2,,6.0,139.86,
2015-01-05,57,1,,135.0,163.78,
2015-01-05,40,1,,88.0,163.78,
2015-01-05,47,1,,160.0,154.26,
2015-01-05,52,1,,72.0,171.93,
2015-01-05,38,2,,9.0,135.78,
2015-01-05,14,1,,79.0,163.78,
2015-01-05,16,2,,0.0,135.78,
2015-01-05,54,1,,123.0,163.78,
2015-01-05,70,2,,3.0,135.78,
2015-01-05,7,1,,145.0,152.36,
2015-01-05,41,2,,0.0,135.78,
2015-01-05,15,2,,13.0,135.78,
2015-01-05,35,2,,0.0,134.72,
2015-01-05,56,1,,57.0,168.67,
2015-01-05,72,1,,104.0,163.78,
2015-01-05,25,1,,69.0,163.78,
2015-01-05,13,2,,19.0,134.15,
2015-01-05,1,1,,25.0,163.78,
2015-01-05,10,1,,82.0,163.78,
2015-01-05,12,1,,107.0,171.93,
2015-01-05,21,1,,47.0,168.67,
2015-01-05,36,1,,91.0,163.78,
2015-01-05,27,1,,19.0,163.78,
2015-01-05,27,2,,0.0,135.78,
2015-01-05,58,2,,0.0,135.78,
2015-01-05,18,1,,63.0,163.78,
2015-01-05,34,2,,0.0,135.78,
2015-01-05,34,1,,50.0,163.78,
2015-01-05,5,2,,0.0,135.78,
2015-01-05,68,1,,85.0,163.78,
2015-01-05,55,2,,0.0,134.72,
2015-01-05,13,1,,50.0,163.78,
2015-01-05,53,2,,13.0,135.78,
2015-01-05,22,2,,0.0,142.57,
2015-01-05,23,2,,0.0,134.72,
2015-01-05,32,2,,0.0,134.72,
2015-01-05,43,1,,170.0,152.36,
2015-01-05,40,2,,16.0,135.78,
2015-01-05,11,2,,9.0,135.78,
2015-01-05,61,2,,6.0,135.78,
2015-01-05,58,1,,50.0,163.78,
2015-01-05,49,2,,9.0,135.78,
2015-01-05,8,2,,16.0,139.86,
2015-01-05,9,2,,0.0,135.78,
2015-01-05,57,2,,0.0,135.78,
2015-01-05,24,2,,0.0,135.78,
2015-01-05,28,1,,69.0,163.78,
2015-01-05,16,1,,132.0,163.78,
2015-01-05,37,2,,3.0,135.78,
2015-01-05,19,1,,72.0,163.78,
2015-01-05,73,2,,3.0,135.78,
2015-01-05,26,2,,3.0,135.78,
2015-01-05,59,1,,57.0,163.78,
2015-01-05,46,1,,119.0,163.78,
2015-01-05,22,1,,63.0,171.93,
2015-01-05,47,2,,9.0,142.57,
2015-01-05,65,1,,28.0,163.78,
2015-01-05,71,2,,0.0,135.78,
2015-01-05,43,2,,19.0,135.78,
2015-01-05,70,1,,31.0,163.78,
2015-01-05,10,2,,13.0,135.78,
2015-01-05,6,2,,0.0,135.78,
2015-01-05,18,2,,22.0,135.78,
2015-01-05,54,2,,9.0,135.78,
2015-01-05,59,2,,0.0,134.72,
